,cut,level,salary,years,price
22494,Good,D,63.8,57,10528
22495,Premium,I,62.3,57,10528
22496,Premium,F,60.9,58,10530
22497,Ideal,H,63,57,10534
22498,Premium,H,62.3,58,10534
22499,Ideal,H,62.4,53.7,10536
22500,Ideal,G,62.1,56,10537
22501,Ideal,D,61.7,56,10538
22502,Premium,E,62.5,59,10539
22503,Ideal,G,62,55,10539
22504,Premium,H,60.6,60,10542
22505,Ideal,G,60.5,57,10543
22506,Ideal,H,61.4,56,10546
22507,Very Good,D,61.7,59,10546
22508,Ideal,D,61,57,10546
22509,Premium,F,59.7,60,10546
22510,Very Good,H,63.3,56,10546
22511,Premium,H,61.5,58,10548
22512,Premium,H,63,58,10548
22513,Ideal,E,61.4,56,10550
22514,Very Good,I,59.7,60,10551
22515,Premium,E,62.6,58,10553
22516,Ideal,G,62.8,57,10553
22517,Fair,G,58.1,67,10553
22518,Ideal,E,61.8,53,10556
22519,Ideal,G,62,53,10556
22520,Ideal,G,60.7,56,10556
22521,Very Good,H,61.6,55,10558
22522,Premium,I,62.7,58,10558
22523,Ideal,I,61.5,55,10560
22524,Ideal,I,62.5,56,10562
22525,Fair,D,61.1,57,10562
22526,Premium,H,61.8,60,10567
22527,Good,E,63.1,59,10567
22528,Very Good,H,63.1,56,10567
22529,Ideal,G,61.3,57,10568
22530,Premium,E,60.6,59,10570
22531,Ideal,F,61.2,55,10571
22532,Ideal,G,61.8,56,10572
22533,Premium,G,62.5,60,10572
22534,Premium,G,62.5,58,10574
22535,Very Good,F,60.3,57,10575
22536,Very Good,G,59.6,60,10576
22537,Ideal,I,61.6,56,10576
22538,Premium,E,60.1,58,10577
22539,Ideal,F,61.3,53,10577
22540,Ideal,I,62.3,55,10577
22541,Fair,I,65.2,56,10577
22542,Premium,D,61.4,58,10580
22543,Very Good,E,60.4,58,10580
22544,Premium,F,62.8,60,10580
22545,Ideal,F,63,55,10580
22546,Premium,J,62.5,60,10581
22547,Ideal,G,60.8,55,10581
22548,Premium,G,60.5,58,10584
22549,Premium,H,59.3,61,10584
22550,Very Good,H,63.4,56,10584
22551,Ideal,E,61.9,56,10588
22552,Ideal,J,60.9,58,10589
22553,Ideal,H,61.5,58,10589
22554,Premium,I,62.4,58,10600
22555,Very Good,I,62.8,55,10602
22556,Ideal,D,61.3,57,10602
22557,Ideal,F,61.9,57,10602
22558,Ideal,D,61.7,57,10607
22559,Very Good,H,61.4,60,10608
22560,Premium,G,62.2,58,10609
22561,Very Good,F,59.3,59,10609
22562,Ideal,I,62.2,57,10609
22563,Ideal,G,62.4,57,10614
22564,Ideal,F,63.1,55,10615
22565,Good,G,63.7,59,10618
22566,Very Good,H,63.3,57,10618
22567,Good,G,64.2,58,10618
22568,Premium,G,62.3,58,10618
22569,Premium,I,61.1,59,10618
22570,Ideal,F,62.1,56.3,10619
22571,Premium,J,62.2,59,10619
22572,Ideal,E,62.4,54,10622
22573,Fair,G,55.2,66,10623
22574,Premium,I,61.1,60,10623
22575,Premium,D,59.8,60,10623
22576,Premium,F,61.5,60,10625
22577,Very Good,E,58.6,62,10626
22578,Good,H,63.5,60,10628
22579,Premium,J,62.3,61,10628
22580,Ideal,G,62.4,53,10631
22581,Very Good,G,63.6,58,10633
22582,Ideal,I,62.2,56,10633
22583,Very Good,I,62.8,59,10635
22584,Ideal,G,61.5,55,10636
22585,Ideal,G,62.5,54,10636
22586,Ideal,H,61.9,57,10639
22587,Good,I,64,60,10640
22588,Premium,E,61.5,58,10640
22589,Premium,G,58.8,61,10640
22590,Very Good,E,60.2,60,10641
22591,Ideal,I,62.4,57,10641
22592,Ideal,H,60.4,59,10642
22593,Ideal,G,62.7,56,10644
22594,Fair,G,66.2,53,10644
22595,Very Good,D,60.6,58,10646
22596,Ideal,I,61.7,55,10646
22597,Ideal,G,60.8,57,10646
22598,Very Good,F,58.5,59,10650
22599,Very Good,H,63.4,59,10652
22600,Very Good,G,62.5,58,10654
22601,Premium,G,60.4,58,10655
22602,Premium,H,59.6,60,10655
22603,Ideal,I,63.2,57,10655
22604,Ideal,G,62.7,57,10656
22605,Ideal,F,61,54,10656
22606,Ideal,J,61.8,56,10658
22607,Ideal,H,61.1,57,10659
22608,Premium,H,61,61,10659
22609,Very Good,J,61.2,63,10662
22610,Ideal,I,61.1,57,10662
22611,Ideal,F,61.7,56,10662
22612,Premium,I,62.7,58,10662
22613,Very Good,F,61.1,58,10663
22614,Good,F,63.6,54,10664
22615,Good,J,64.4,60,10666
22616,Premium,H,61,61,10666
22617,Premium,H,60.6,61,10668
22618,Premium,I,60.1,59,10669
22619,Premium,F,62,58,10669
22620,Good,G,63.7,57,10669
22621,Fair,I,66.5,61,10671
22622,Very Good,E,62.2,57,10672
22623,Very Good,I,61.9,62,10680
22624,Ideal,G,62.6,53,10680
22625,Very Good,H,60.7,58,10681
22626,Very Good,J,61.5,59,10681
22627,Very Good,D,60.5,57,10681
22628,Very Good,I,62.4,59,10681
22629,Ideal,J,61.1,57,10681
22630,Very Good,I,62.7,58,10682
22631,Very Good,F,63.4,60,10684
22632,Very Good,D,59.9,59,10685
22633,Ideal,G,61.3,57,10685
22634,Ideal,G,61.6,57,10685
22635,Ideal,G,61.8,57,10685
22636,Premium,H,60.7,58,10685
22637,Ideal,H,62.6,57,10685
22638,Ideal,F,60.3,56,10685
22639,Premium,H,62.5,57,10687
22640,Ideal,F,62,58,10688
22641,Premium,G,62.2,58,10688
22642,Premium,G,62.4,62,10688
22643,Ideal,I,61,55,10691
22644,Good,H,63.9,60,10692
22645,Ideal,H,62.2,57,10692
22646,Very Good,E,61.6,58,10693
22647,Ideal,F,62.5,57,10693
22648,Premium,F,62.2,58,10693
22649,Ideal,D,63,54,10694
22650,Good,E,63.1,57,10696
22651,Good,E,63.5,57,10696
22652,Very Good,G,62.4,59,10697
22653,Ideal,E,61,55,10698
22654,Very Good,F,59.8,54,10701
22655,Very Good,I,62.3,60,10701
22656,Premium,H,62.5,59,10702
22657,Premium,H,61.8,59,10702
22658,Ideal,E,62.3,55,10703
22659,Very Good,E,62.3,56,10704
22660,Premium,D,62.6,56,10706
22661,Very Good,G,59.2,59,10707
22662,Ideal,F,61.5,56,10709
22663,Ideal,D,61.6,57,10709
22664,Premium,J,60.4,58,10709
22665,Very Good,E,63.5,58,10710
22666,Very Good,I,59,58,10711
22667,Ideal,E,61.7,55,10711
22668,Fair,I,66.9,58,10711
22669,Premium,D,61.6,58,10712
22670,Premium,G,62.1,58,10716
22671,Premium,J,60.6,59,10716
22672,Very Good,F,60.7,62,10719
22673,Ideal,G,62.1,57,10720
22674,Very Good,H,62.5,58,10721
22675,Ideal,G,62.3,56,10724
22676,Ideal,H,61.3,57,10725
22677,Ideal,D,63,55,10725
22678,Ideal,F,62.3,54.4,10727
22679,Very Good,H,60.8,60,10727
22680,Ideal,H,62.4,54,10728
22681,Ideal,J,61.4,56,629
22682,Ideal,J,62,55,629
22683,Ideal,E,61.9,58,629
22684,Ideal,E,61.3,56,629
22685,Ideal,E,61,58,629
22686,Ideal,E,62.1,53,629
22687,Ideal,G,61,57,629
22688,Good,J,63.7,57,629
22689,Premium,F,62,59,629
22690,Very Good,G,62.5,59,629
22691,Ideal,F,61.5,55,629
22692,Very Good,E,60.9,61,629
22693,Very Good,I,62.6,59,630
22694,Very Good,E,64,56,630
22695,Very Good,G,62.9,57,630
22696,Ideal,H,62.3,54,630
22697,Premium,G,59.3,59,630
22698,Ideal,I,62.5,57,630
22699,Premium,H,61,62,630
22700,Good,E,63.9,55,630
22701,Ideal,J,61.9,56,630
22702,Fair,E,64.5,49,630
22703,Ideal,H,62.3,57,630
22704,Ideal,G,60.8,57,630
22705,Ideal,F,59.4,57,630
22706,Ideal,I,59.8,57,630
22707,Premium,I,62.9,57,630
22708,Premium,H,60,61,630
22709,Very Good,H,63.1,58,630
22710,Ideal,E,61.7,56,630
22711,Ideal,I,61.4,57,10728
22712,Premium,I,62.4,59,10729
22713,Very Good,D,63.4,60,10730
22714,Very Good,E,61.5,58,10730
22715,Very Good,D,64,56,10730
22716,Premium,D,62.4,58,10732
22717,Ideal,G,59.9,57.3,10732
22718,Ideal,F,61.4,57,10733
22719,Ideal,G,62.6,57,10735
22720,Premium,I,61.9,56,10736
22721,Premium,H,61.5,59,10738
22722,Ideal,H,61.4,56,10738
22723,Ideal,H,62.1,56,10739
22724,Premium,G,61.6,59,10739
22725,Ideal,D,61.6,57,10740
22726,Ideal,F,62.1,54,10742
22727,Premium,H,62.4,60,10743
22728,Premium,I,59.7,60,10744
22729,Ideal,F,60.8,57,10748
22730,Premium,H,59.8,59,10749
22731,Premium,H,61.6,55,10750
22732,Fair,D,56.7,68,10752
22733,Premium,D,62.9,58,10752
22734,Ideal,I,61.7,57,10752
22735,Fair,H,65.3,55,10752
22736,Ideal,E,62.7,56,10754
22737,Ideal,F,62.7,57,10757
22738,Premium,H,61.9,61,10758
22739,Very Good,E,63.1,59,10760
22740,Very Good,I,61.2,60,10761
22741,Ideal,D,61.7,57,10761
22742,Fair,H,56.1,62,10761
22743,Ideal,H,62.5,55,10763
22744,Good,H,64.2,58.5,10763
22745,Premium,G,60.2,58,10763
22746,Ideal,F,61.3,57,10764
22747,Premium,E,60.5,59,10765
22748,Very Good,F,62.6,60,10766
22749,Good,F,63.4,58,10766
22750,Premium,G,58.8,57,10766
22751,Premium,E,62.4,59,10767
22752,Good,H,63.1,57,10769
22753,Ideal,E,60.6,57,10769
22754,Very Good,F,59.7,60,10771
22755,Fair,H,65.3,56,10772
22756,Fair,H,66.7,56,10772
22757,Very Good,H,63.3,60,10772
22758,Premium,D,61.4,58,10773
22759,Premium,H,62.1,58,10775
22760,Ideal,E,62.6,56,10777
22761,Ideal,J,62.4,56,10778
22762,Very Good,E,61.8,57,10780
22763,Ideal,E,61.9,56,10781
22764,Ideal,F,61.9,57,10786
22765,Ideal,G,63.1,56,10786
22766,Ideal,F,61.8,55,10787
22767,Ideal,G,61.1,57,10787
22768,Ideal,E,61.8,54,10789
22769,Very Good,F,60,58,10790
22770,Good,E,60.9,62,10793
22771,Ideal,I,62.8,55,10796
22772,Good,I,59.3,58,10796
22773,Ideal,D,61.3,57,10796
22774,Ideal,D,60.6,56,10797
22775,Premium,D,61.6,58,10797
22776,Very Good,J,62.5,55,10798
22777,Ideal,E,62.7,53.9,10798
22778,Very Good,D,63,56,10800
22779,Very Good,F,59.2,60,10800
22780,Ideal,I,62.1,57,10800
22781,Premium,D,62.2,58,10800
22782,Premium,F,61.3,61,10801
22783,Ideal,I,61.2,57,10802
22784,Ideal,F,61.6,57,10804
22785,Ideal,G,61.7,56,10805
22786,Ideal,G,62.4,57,10807
22787,Very Good,J,62.9,60,10808
22788,Premium,F,60.4,60,10809
22789,Ideal,G,62.3,54,10812
22790,Premium,H,61.3,60,10813
22791,Premium,F,62.2,58,10814
22792,Premium,I,61.1,60,10817
22793,Good,H,58.2,58,10819
22794,Premium,E,61.3,59,10819
22795,Ideal,I,61.6,58,10821
22796,Ideal,J,61.6,57,10821
22797,Very Good,H,63.5,60,10822
22798,Very Good,I,58.7,60,10823
22799,Ideal,E,61.8,56,10823
22800,Very Good,I,58.6,58,10824
22801,Premium,I,61.6,58,10824
22802,Premium,I,61,61,10824
22803,Ideal,F,61.6,55,10825
22804,Ideal,H,62.1,57,10826
22805,Premium,H,62.7,57,10827
22806,Premium,H,59.9,60,10827
22807,Premium,G,58.4,59,10830
22808,Ideal,H,61.5,57,10832
22809,Premium,G,60.7,60,10833
22810,Premium,G,60.7,60,10833
22811,Fair,I,65.9,57,10833
22812,Very Good,F,62.4,58,10835
22813,Ideal,E,62,58,10836
22814,Very Good,F,59.4,57,10838
22815,Ideal,G,62.1,55,10838
22816,Ideal,G,61.2,54,10839
22817,Premium,F,58.5,59,10844
22818,Ideal,G,61.2,56,10846
22819,Ideal,D,61.5,56,10847
22820,Ideal,G,62.7,57,10850
22821,Ideal,F,60.5,58,10850
22822,Premium,G,62.4,58,10850
22823,Very Good,E,62.4,58,10851
22824,Ideal,I,61.8,55,10851
22825,Ideal,E,61.7,55,10852
22826,Ideal,F,59.7,57,10853
22827,Ideal,G,61.6,57,10859
22828,Ideal,D,61.1,57,10860
22829,Premium,E,58.2,62,10860
22830,Ideal,F,62.7,57,10861
22831,Ideal,H,61.4,58,10861
22832,Good,I,57,64,10863
22833,Premium,F,62.3,61,10866
22834,Premium,E,62.2,57,10867
22835,Good,E,61.3,65,10868
22836,Ideal,I,61.9,55,10869
22837,Premium,H,62.3,58,10869
22838,Ideal,F,61.6,55,10872
22839,Very Good,I,62,53,10873
22840,Ideal,F,62.1,55,10874
22841,Premium,H,59.9,59,10874
22842,Premium,H,59.2,58,10874
22843,Premium,F,60.8,58,10878
22844,Premium,H,58.1,59,10879
22845,Premium,H,61.7,58,10880
22846,Good,E,58.9,61,10884
22847,Premium,J,61.9,57,10885
22848,Ideal,G,60.9,57,10886
22849,Good,H,63.9,60,10886
22850,Ideal,H,62.2,57,10886
22851,Ideal,E,62.2,57,10887
22852,Fair,G,65.9,57,10887
22853,Fair,G,65.9,57,10887
22854,Ideal,G,61.1,56,10888
22855,Premium,E,61.6,58,10888
22856,Premium,H,60.1,58,10889
22857,Very Good,F,62.9,59,10891
22858,Very Good,E,63,59.9,10891
22859,Very Good,E,63.5,57,10891
22860,Very Good,E,63.1,57,10891
22861,Ideal,G,62.1,56,10896
22862,Premium,H,61.8,59,10897
22863,Good,F,57.7,60,10901
22864,Premium,D,62,58,10905
22865,Very Good,J,60.9,54,10907
22866,Ideal,I,60.3,57,10907
22867,Ideal,D,61.8,55,10907
22868,Premium,D,61.6,58,10907
22869,Premium,I,62.4,58,10910
22870,Very Good,H,62.6,58,10912
22871,Premium,H,61.8,58,10913
22872,Fair,H,67.9,55,10913
22873,Premium,I,62.1,58,10913
22874,Premium,G,59.5,58,10914
22875,Premium,G,59.2,59,10914
22876,Very Good,E,59.5,60,10915
22877,Ideal,G,62.1,57,10916
22878,Ideal,E,62,56,10919
22879,Ideal,H,62.3,56,10920
22880,Ideal,I,62.4,54,10920
22881,Very Good,G,60.2,59,10922
22882,Ideal,F,62.3,54,10923
22883,Premium,I,62.4,59,10924
22884,Ideal,G,62.2,55,10927
22885,Premium,D,62.4,58,10927
22886,Very Good,E,59.3,56,10929
22887,Premium,F,59.3,60,10929
22888,Premium,I,62,59,10929
22889,Ideal,F,61.4,57,10929
22890,Premium,F,61,59,10930
22891,Premium,H,60.5,61,10930
22892,Very Good,F,61.4,60,10931
22893,Ideal,I,60.7,60,10931
22894,Ideal,G,61.1,58,10933
22895,Premium,D,59.6,59,10934
22896,Ideal,D,62.2,58,10934
22897,Very Good,I,63,58,10935
22898,Ideal,E,60.5,57,10935
22899,Good,I,62.8,58,10937
22900,Ideal,F,61.9,55,10937
22901,Premium,H,62.4,60,10939
22902,Premium,F,61.9,60,10940
22903,Premium,H,62.5,58,10942
22904,Ideal,J,61.6,59,10945
22905,Ideal,G,61.8,55,10946
22906,Very Good,G,61.5,54,10947
22907,Ideal,G,60.1,57,10947
22908,Ideal,F,62.2,55,10949
22909,Very Good,H,63.2,57,10950
22910,Premium,H,60.2,60,10951
22911,Premium,G,62.7,58,10951
22912,Ideal,E,62,57,10954
22913,Very Good,E,63.1,56,10954
22914,Fair,F,65.8,56,10954
22915,Premium,I,62.4,60,10956
22916,Ideal,F,61.9,54,10957
22917,Premium,I,61.2,60,10957
22918,Very Good,H,62.8,57,10959
22919,Ideal,H,64.2,59,10959
22920,Ideal,H,62.5,55,10959
22921,Ideal,H,62.4,58,10960
22922,Very Good,G,60.6,60,10962
22923,Premium,F,62.6,60,10962
22924,Premium,F,61.9,58,10962
22925,Very Good,F,63.4,58,10962
22926,Very Good,G,59.5,61,10963
22927,Premium,E,62.4,59,10963
22928,Ideal,I,60.4,58,10964
22929,Very Good,F,62.5,58,10967
22930,Ideal,D,62,56,10967
22931,Very Good,D,63.1,56,10967
22932,Ideal,I,60.4,58,10967
22933,Ideal,I,61.9,56,10968
22934,Very Good,F,61.2,57,10973
22935,Ideal,H,60.9,57,10976
22936,Premium,I,60,58,10976
22937,Premium,F,61.7,59,10977
22938,Premium,H,61,60,10977
22939,Premium,G,60.1,58,10980
22940,Good,F,63.6,57,10982
22941,Ideal,G,62.2,55,10983
22942,Ideal,F,61.8,55,10984
22943,Premium,D,61.1,60,10984
22944,Ideal,H,62,55,10989
22945,Premium,H,61.9,59,10990
22946,Very Good,E,63.6,55,10993
22947,Ideal,G,62.3,54,10993
22948,Premium,H,62.3,58,10993
22949,Ideal,F,61,57,10995
22950,Good,F,63.6,59,10995
22951,Ideal,G,61.3,56,10996
22952,Premium,G,62.1,58,10996
22953,Ideal,G,61.7,56,11002
22954,Premium,I,60.2,58,11003
22955,Ideal,G,60,58,11003
22956,Very Good,F,63.9,58,11004
22957,Premium,J,62.9,60,11005
22958,Premium,I,61.4,58,11007
22959,Fair,H,61.7,60,11007
22960,Premium,H,61.1,58,11007
22961,Ideal,G,60.4,57,11009
22962,Ideal,G,61.1,55,11009
22963,Very Good,F,63.4,63,11010
22964,Ideal,J,62.9,54,11011
22965,Ideal,F,61.3,56,11011
22966,Very Good,G,62.4,60,11014
22967,Ideal,D,61.5,57,11015
22968,Very Good,I,61.2,57.8,11018
22969,Very Good,F,59.4,59,11019
22970,Ideal,I,61.9,54.3,11019
22971,Ideal,D,60.1,60,11019
22972,Premium,I,58.7,60,11020
22973,Premium,F,62.2,58,11021
22974,Premium,I,61.6,58,11021
22975,Premium,I,58.6,58,11021
22976,Good,D,63.6,58,11023
22977,Premium,E,59.8,59,11025
22978,Very Good,H,60.7,61,11025
22979,Ideal,G,60.3,57,11028
22980,Ideal,E,61.4,57,11028
22981,Very Good,G,59.6,60,11029
22982,Premium,G,59.5,61,11032
22983,Premium,G,61.3,58,11032
22984,Ideal,I,62.3,55,11033
22985,Ideal,F,63,57,11035
22986,Good,J,61.5,61,11036
22987,Premium,H,62.5,58,11037
22988,Very Good,H,63.1,60,11039
22989,Ideal,F,61.8,56,11040
22990,Ideal,I,61.9,55,11040
22991,Ideal,H,62,57,11040
22992,Good,G,58.1,64,11041
22993,Premium,G,62,57,11043
22994,Ideal,H,61.4,57,11045
22995,Ideal,F,61.2,57,11047
22996,Premium,H,60.4,60,11048
22997,Premium,J,62.5,58,11050
22998,Premium,I,61.3,58,11051
22999,Ideal,F,61.7,56,11051
23000,Ideal,D,61,59,11053
23001,Ideal,D,61.1,57,11057
23002,Premium,I,61.2,60,11059
23003,Very Good,G,62.7,56,11060
23004,Premium,G,60.5,60,11061
23005,Premium,E,61.5,59,11062
23006,Ideal,H,62.3,53.7,11062
23007,Premium,I,61.7,59,11062
23008,Premium,H,61.1,59,11066
23009,Ideal,I,61.9,55,11067
23010,Very Good,H,60.9,57,11068
23011,Premium,E,61.5,59,630
23012,Premium,E,61,58,630
23013,Premium,H,62.1,59,630
23014,Premium,H,62.4,60,630
23015,Very Good,H,63.2,58,630
23016,Premium,G,61.1,62,630
23017,Premium,G,62.6,62,630
23018,Very Good,G,63.1,58,630
23019,Ideal,F,63.3,60,630
23020,Premium,G,61.8,60,630
23021,Fair,E,66.7,59,630
23022,Ideal,I,61.7,57,630
23023,Premium,I,61.2,58,630
23024,Ideal,E,61.4,56,630
23025,Very Good,G,62.4,56,631
23026,Very Good,G,60.3,57,631
23027,Very Good,H,61,55,631
23028,Ideal,H,61.9,54.5,631
23029,Ideal,H,61.7,54.2,631
23030,Ideal,G,61.3,56,631
23031,Premium,G,59.8,58,631
23032,Premium,D,62.7,58,631
23033,Premium,D,61.6,59,631
23034,Ideal,D,61.3,56,631
23035,Premium,G,61.1,59,631
23036,Ideal,D,60.9,56,631
23037,Ideal,D,61.1,57,631
23038,Premium,D,59.5,59,631
23039,Ideal,D,62,57,631
23040,Very Good,D,63.4,56,631
23041,Ideal,H,62.4,56,11068
23042,Very Good,E,59.3,58,11069
23043,Ideal,G,62,57,11073
23044,Ideal,E,62.9,55,11074
23045,Good,E,63.5,58,11075
23046,Very Good,H,60.9,54,11077
23047,Premium,D,60.7,60,11078
23048,Ideal,H,61.9,57,11078
23049,Ideal,G,62,56,11079
23050,Ideal,G,61.7,56,11079
23051,Very Good,G,61.2,55.8,11081
23052,Ideal,D,62.3,53,11082
23053,Ideal,I,61.7,56,11086
23054,Premium,H,60.1,58,11087
23055,Good,D,64.9,60,11087
23056,Very Good,I,63,59,11088
23057,Premium,H,62.1,59,11088
23058,Premium,H,59.9,60,11088
23059,Very Good,H,63.3,57,11088
23060,Premium,E,61.5,59,11088
23061,Ideal,G,62,59,11089
23062,Ideal,E,63,60,11090
23063,Very Good,F,63.4,57,11091
23064,Premium,H,62.4,59,11092
23065,Very Good,G,62.4,56,11093
23066,Premium,H,59.6,60,11094
23067,Good,G,63.6,59,11096
23068,Fair,E,58.4,70,11102
23069,Premium,D,62,58,11103
23070,Ideal,E,61.4,57,11104
23071,Premium,G,59.2,58,11104
23072,Ideal,I,60.7,56,11104
23073,Premium,H,62.7,56,11104
23074,Premium,I,60.2,58,11104
23075,Premium,H,59.4,59,11105
23076,Ideal,G,60.3,57,11105
23077,Premium,I,60.3,61,11105
23078,Premium,J,60.9,54,11106
23079,Premium,G,61.8,59,11107
23080,Very Good,G,62.2,59,11108
23081,Premium,H,61.4,59,11108
23082,Ideal,G,60.4,57,11109
23083,Ideal,H,60.9,57,11109
23084,Very Good,J,61,57,11110
23085,Ideal,I,61.7,56,11110
23086,Ideal,G,61.7,56,11111
23087,Ideal,F,62.9,57,11113
23088,Premium,G,59.5,58,11113
23089,Premium,G,59.2,59,11113
23090,Premium,G,62.8,57,11113
23091,Ideal,H,62.4,57,11114
23092,Premium,I,61.9,59,11114
23093,Ideal,E,61.4,57,11115
23094,Ideal,E,61.6,56,11115
23095,Good,I,59,64,11115
23096,Ideal,F,62,58,11116
23097,Premium,G,61.3,58,11118
23098,Very Good,H,62.4,55.4,11119
23099,Premium,I,62.1,58,11119
23100,Ideal,I,61.2,58,11119
23101,Ideal,G,62.5,57,11119
23102,Ideal,F,60.5,57,11120
23103,Premium,H,59.4,59,11127
23104,Fair,E,58.2,66,11128
23105,Ideal,E,61.3,57,11128
23106,Premium,G,59.6,60,11129
23107,Very Good,F,62,55,11130
23108,Premium,F,62,58,11130
23109,Ideal,D,62,57,11132
23110,Very Good,D,61.7,56,11132
23111,Ideal,F,61.4,57,11132
23112,Ideal,H,62.5,56,11133
23113,Very Good,H,63.2,56,11133
23114,Ideal,F,61.7,56,11136
23115,Premium,D,63,59,11138
23116,Ideal,F,61.8,56,11141
23117,Ideal,G,61.1,57,11146
23118,Very Good,H,59.4,61,11146
23119,Premium,I,60.7,58,11146
23120,Ideal,G,62.1,56,11147
23121,Ideal,D,62.7,55,11147
23122,Premium,H,58.2,59,11147
23123,Ideal,F,61.2,57,11148
23124,Ideal,E,62.3,55,11149
23125,Premium,H,60.4,60,11149
23126,Ideal,J,62.2,56,11150
23127,Ideal,I,60.8,56,11152
23128,Premium,G,62.6,58,11153
23129,Very Good,G,62.9,57,11153
23130,Fair,F,64.6,60,11154
23131,Premium,F,62.8,56,11154
23132,Ideal,H,62.3,55,11154
23133,Ideal,E,62,57,11154
23134,Premium,I,62.4,60,11155
23135,Ideal,I,62.3,54,11156
23136,Fair,G,65.1,54,11156
23137,Fair,E,65.5,56,11156
23138,Ideal,G,61.5,58,11157
23139,Ideal,H,62.8,57,11159
23140,Premium,H,59.3,61,11159
23141,Very Good,G,59.3,58,11161
23142,Very Good,H,61.8,59,11161
23143,Premium,H,61,60,11161
23144,Premium,H,58.1,62,11161
23145,Premium,G,60.5,60,11162
23146,Ideal,H,62.3,54,11163
23147,Premium,E,61.5,59,11163
23148,Premium,J,62.1,60,11165
23149,Very Good,H,62.8,60,11166
23150,Ideal,E,61,56,11166
23151,Premium,F,62.5,58,11167
23152,Ideal,D,62,56,11167
23153,Ideal,I,61.9,56,11168
23154,Premium,H,60.8,56,11169
23155,Very Good,I,59.8,56,11170
23156,Ideal,I,61.1,56,11172
23157,Very Good,E,60.4,62,11175
23158,Premium,F,63,59,11175
23159,Ideal,G,62,57,11175
23160,Very Good,E,63.5,58,11176
23161,Premium,J,62,58,11177
23162,Premium,H,61,60,11177
23163,Premium,F,61.7,59,11177
23164,Very Good,H,62.2,58,11178
23165,Good,E,58.9,61,11179
23166,Ideal,H,60.9,58,11180
23167,Ideal,G,62,56,11180
23168,Good,G,58.2,64,11180
23169,Good,F,63.6,57,11182
23170,Ideal,G,61.2,56,11182
23171,Ideal,E,61.6,58,11184
23172,Premium,J,60.3,56,11188
23173,Premium,H,61.2,58,11188
23174,Premium,G,59.9,58,11189
23175,Premium,H,62.1,59,11189
23176,Fair,J,66.4,55,11189
23177,Premium,G,58.4,58,11189
23178,Ideal,H,62,55,11189
23179,Very Good,J,63.3,59,11189
23180,Premium,H,59.9,60,11189
23181,Premium,G,62.4,61,11189
23182,Very Good,I,58.5,59,11190
23183,Very Good,F,62.4,55,11190
23184,Premium,I,62.2,60,11190
23185,Ideal,G,61.2,55,11192
23186,Very Good,E,64,58,11194
23187,Premium,H,62.4,59,11194
23188,Ideal,J,61.1,56,11194
23189,Ideal,F,61,57,11195
23190,Ideal,D,61.9,54,11196
23191,Ideal,F,60.7,57,11197
23192,Premium,F,60.6,62,11198
23193,Ideal,F,62.1,54,11199
23194,Premium,H,61.7,58,11200
23195,Premium,H,62.1,60,11202
23196,Fair,H,55.3,65,11202
23197,Ideal,F,61.9,55,11205
23198,Premium,H,59.4,59,11206
23199,Ideal,H,60.7,56,11206
23200,Ideal,E,61.6,57,11206
23201,Ideal,G,61.2,57,11206
23202,Premium,J,60.9,59,11209
23203,Premium,G,61.8,59,11209
23204,Ideal,D,61.1,56,11209
23205,Good,D,63.6,61,11212
23206,Fair,J,64.4,61,11212
23207,Very Good,G,60.3,59,11214
23208,Very Good,E,62.5,55,11214
23209,Very Good,G,59.1,62,11216
23210,Ideal,I,61.8,55,11217
23211,Ideal,G,61.7,56,11218
23212,Very Good,H,60,62,11220
23213,Premium,D,60.8,61,11220
23214,Ideal,E,61.3,59,11220
23215,Ideal,H,62.4,55,11221
23216,Good,F,64,59,11225
23217,Ideal,I,62.8,57,11226
23218,Ideal,F,60.1,60,11226
23219,Premium,H,61.9,58,11226
23220,Premium,G,62.6,57,11227
23221,Ideal,I,62.4,56,11228
23222,Premium,F,60.5,59,11228
23223,Ideal,F,62,56,11229
23224,Premium,G,60.5,59,11230
23225,Ideal,G,62.4,57,11230
23226,Premium,F,62,55,11231
23227,Premium,E,61.5,58,11233
23228,Ideal,F,62,57,11233
23229,Ideal,D,62,57,11233
23230,Premium,D,61.7,56,11233
23231,Very Good,F,59,58,11234
23232,Ideal,J,61.9,55,11234
23233,Good,G,63.3,57,11235
23234,Ideal,F,61.7,56,11237
23235,Ideal,I,60.8,54,11238
23236,Premium,I,60.6,57,11246
23237,Ideal,G,61.1,57,11247
23238,Premium,G,60.9,58,11248
23239,Ideal,G,62.1,56,11248
23240,Premium,H,59.4,61,11248
23241,Premium,E,61.7,59,11248
23242,Good,I,58,60,11250
23243,Ideal,E,62.3,55,11251
23244,Premium,F,61.1,59,11255
23245,Premium,G,59.6,61,11255
23246,Ideal,I,59.8,55,11255
23247,Ideal,G,62.9,57,11255
23248,Premium,G,62.6,58,11255
23249,Ideal,I,61.7,56,11257
23250,Premium,I,61.7,59,11257
23251,Premium,I,61.2,59,11257
23252,Ideal,H,62.7,56,11262
23253,Very Good,G,62.6,58,11262
23254,Premium,H,59.1,60,11262
23255,Very Good,E,61.4,60,11263
23256,Premium,H,61.8,59,11263
23257,Very Good,H,63.2,60,11263
23258,Premium,H,61,60,11263
